2.000      1.08336     -0.13472      0.119      0.010    124.893      1.078     26.522      2.633      0.025    228.852    194.000      1.186    241.288      0.025
2.000      1.08336     -0.13472      0.414      0.009     76.313      0.320     28.142      0.784      0.025    228.852    194.000      1.186    241.288      0.025
2.000      1.08336     -0.12639      0.086      0.007    126.916      1.154     27.663      2.828      0.019    278.347    194.000      1.442    290.782      0.021
2.000      1.08336     -0.12639      0.406      0.007     78.732      0.241     26.546      0.589      0.019    278.347    194.000      1.442    290.782      0.021
2.000      1.08336     -0.11806      0.098      0.006    124.849      0.952     30.416      2.419      0.016    323.864    194.000      1.678    336.299      0.018
2.000      1.08336     -0.11806      0.385      0.006     80.079      0.228     26.676      0.567      0.016    323.864    194.000      1.678    336.299      0.018
2.000      1.08336     -0.10972      0.152      0.005    123.385      0.522     26.246      1.285      0.013    357.860    194.000      1.854    370.295      0.017
2.000      1.08336     -0.10972      0.377      0.005     81.867      0.223     30.214      0.569      0.013    357.860    194.000      1.854    370.295      0.017
2.000      1.08336     -0.10139      0.216      0.006    123.841      0.305     20.911      0.744      0.013    689.245    194.000      3.571    701.680      0.024
2.000      1.08336     -0.10139      0.500      0.005     85.109      0.151     28.559      0.387      0.013    689.245    194.000      3.571    701.680      0.024
3.000      1.08336     -0.09306      0.240      0.009     75.794      1.032     45.220      1.407      0.014    194.818    191.000      1.025    213.765      0.014
3.000      1.08336     -0.09306      0.733      0.014     88.249      0.093     14.403      0.304      0.014    194.818    191.000      1.025    213.765      0.014
3.000      1.08336     -0.09306      0.158      0.007    125.329      0.511     19.845      1.218      0.014    194.818    191.000      1.025    213.765      0.014
3.000      1.08336     -0.08472      0.321      0.010     74.216      0.848     36.783      1.094      0.015    208.387    191.000      1.097    227.334      0.015
3.000      1.08336     -0.08472      1.092      0.019     88.092      0.060     13.379      0.222      0.015    208.387    191.000      1.097    227.334      0.015
3.000      1.08336     -0.08472      0.094      0.007    124.683      0.782     19.751      1.921      0.015    208.387    191.000      1.097    227.334      0.015
3.000      1.08336     -0.07639      0.356      0.010     73.250      0.667     33.838      0.839      0.014    175.121    191.000      0.922    194.069      0.013
3.000      1.08336     -0.07639      1.321      0.018     86.646      0.045     13.035      0.166      0.014    175.121    191.000      0.922    194.069      0.013
3.000      1.08336     -0.07639      0.072      0.007    122.736      0.786     16.495      1.914      0.014    175.121    191.000      0.922    194.069      0.013
2.000      1.08336     -0.06806      0.354      0.010     74.032      0.494     34.146      0.642      0.014    221.913    194.000      1.150    234.348      0.015
2.000      1.08336     -0.06806      1.463      0.014     85.148      0.040     12.233      0.127      0.014    221.913    194.000      1.150    234.348      0.015
2.000      1.08336     -0.05972      0.315      0.010     73.432      0.561     33.758      0.704      0.013    195.773    194.000      1.014    208.208      0.013
2.000      1.08336     -0.05972      1.614      0.014     84.566      0.036     12.568      0.116      0.013    195.773    194.000      1.014    208.208      0.013
2.000      1.08336     -0.05139      0.260      0.010     71.568      0.815     33.843      0.999      0.014    235.896    194.000      1.222    248.331      0.015
2.000      1.08336     -0.05139      1.702      0.016     84.619      0.035     13.194      0.121      0.014    235.896    194.000      1.222    248.331      0.015
2.000      1.08336     -0.04306      0.265      0.009     71.648      0.733     34.493      0.914      0.013    403.698    194.000      2.092    416.133      0.016
2.000      1.08336     -0.04306      1.623      0.015     84.995      0.034     13.207      0.117      0.013    403.698    194.000      2.092    416.133      0.016
2.000      1.08336     -0.03472      0.286      0.008     71.880      0.639     35.877      0.807      0.013    456.517    194.000      2.365    468.952      0.017
2.000      1.08336     -0.03472      1.483      0.013     85.251      0.037     13.334      0.123      0.013    456.517    194.000      2.365    468.952      0.017
2.000      1.08336     -0.02639      0.277      0.009     69.659      0.970     34.934      1.312      0.015    372.183    194.000      1.928    384.618      0.019
2.000      1.08336     -0.02639      1.317      0.019     85.520      0.048     13.829      0.184      0.015    372.183    194.000      1.928    384.618      0.019
2.000      1.08336     -0.01806      0.238      0.007     65.716      1.264     29.124      2.323      0.017    283.186    194.000      1.467    295.621      0.019
2.000      1.08336     -0.01806      1.137      0.024     85.840      0.098     14.907      0.242      0.017    283.186    194.000      1.467    295.621      0.019
2.000      1.08336     -0.00972      0.206      0.010     69.096      1.981     29.054      3.030      0.015    345.542    194.000      1.790    357.977      0.019
2.000      1.08336     -0.00972      0.921      0.034     86.386      0.107     14.734      0.343      0.015    345.542    194.000      1.790    357.977      0.019
2.000      1.08336     -0.00139      0.193      0.017     74.005      2.235     26.842      2.729      0.014    359.212    194.000      1.861    371.647      0.017
2.000      1.08336     -0.00139      0.790      0.041     87.135      0.089     13.324      0.415      0.014    359.212    194.000      1.861    371.647      0.017
2.000      1.08336      0.00694      0.198      0.016     79.485      0.996     27.760      1.237      0.016    320.958    194.000      1.663    333.394      0.018
2.000      1.08336      0.00694      0.671      0.020     87.715      0.104     10.913      0.329      0.016    320.958    194.000      1.663    333.394      0.018
2.000      1.08336      0.01528      0.257      0.017     82.556      0.559     22.399      0.772      0.015    269.374    194.000      1.396    281.809      0.016
2.000      1.08336      0.01528      0.532      0.020     88.327      0.104      8.659      0.326      0.015    269.374    194.000      1.396    281.809      0.016
2.000      1.08336      0.02361      0.206      0.018     81.499      0.889     19.431      0.898      0.012    295.351    194.000      1.530    307.786      0.014
2.000      1.08336      0.02361      0.461      0.025     88.333      0.110      8.965      0.387      0.012    295.351    194.000      1.530    307.786      0.014
2.000      1.08336      0.03194      0.192      0.023     83.646      0.730     19.270      0.972      0.013    261.253    194.000      1.354    273.688      0.015
2.000      1.08336      0.03194      0.350      0.025     88.213      0.159      8.421      0.511      0.013    261.253    194.000      1.354    273.688      0.015
1.000      1.08336      0.04028      0.427      0.007     87.447      0.115     13.448      0.270      0.014    296.938    197.000      1.515    303.060      0.017
1.000      1.08336      0.04861      0.367      0.006     88.135      0.110     14.265      0.258      0.011    374.756    197.000      1.912    380.878      0.014
1.000      1.08336      0.05694      0.323      0.008     88.716      0.190     14.815      0.446      0.016    220.362    197.000      1.124    226.484      0.017
1.000      1.08336      0.06528      0.299      0.011     88.999      0.286     16.411      0.674      0.022    168.043    197.000      0.857    174.166      0.019
1.000      1.08336      0.07361      0.280      0.008     88.712      0.223     16.665      0.525      0.016    252.158    197.000      1.287    258.281      0.016
1.000      1.08336      0.08194      0.267      0.007     87.934      0.204     15.048      0.480      0.014    352.390    197.000      1.798    358.513      0.017
1.000      1.08336      0.09028      0.297      0.007     87.148      0.157     12.961      0.371      0.013    441.566    197.000      2.253    447.688      0.017
1.000      1.08336      0.09861      0.269      0.007     86.815      0.176     13.042      0.416      0.013    330.030    197.000      1.684    336.153      0.016
1.000      1.08336      0.10694      0.183      0.008     86.547      0.314     14.757      0.740      0.015    226.874    197.000      1.158    232.996      0.015
1.000      1.08336      0.11528      0.111      0.007     86.303      0.567     19.757      1.336      0.015    368.881    197.000      1.882    375.003      0.016
1.000      1.08336      0.12361      0.087      0.006     84.019      0.648     19.370      1.527      0.013    314.552    197.000      1.605    320.674      0.014
1.000      1.08336      0.13194      0.075      0.007     83.702      0.716     16.557      1.687      0.014    183.573    197.000      0.937    189.696      0.013
1.000      1.08336      0.14028      0.062      0.007     85.959      0.762     13.550      1.794      0.013    229.525    197.000      1.171    235.647      0.013
2.000      1.07502     -0.24306      0.149      0.007     86.015      0.701     30.885      1.745      0.019    289.544    194.000      1.500    301.979      0.022
2.000      1.07502     -0.24306      0.084      0.011    121.715      0.755     11.202      1.799      0.019    289.544    194.000      1.500    301.979      0.022
2.000      1.07502     -0.20972      0.075      0.006     75.690      2.143     47.098      5.648      0.020    172.987    194.000      0.896    185.422      0.018
2.000      1.07502     -0.20972      0.100      0.010    117.648      0.870     16.756      2.166      0.020    172.987    194.000      0.896    185.422      0.018
2.000      1.07502     -0.20139      0.115      0.007     73.110      1.121     38.332      2.896      0.020    156.278    194.000      0.810    168.713      0.017
2.000      1.07502     -0.20139      0.132      0.010    115.536      0.657     17.157      1.568      0.020    156.278    194.000      0.810    168.713      0.017
2.000      1.07502     -0.19306      0.134      0.006     70.901      0.862     38.439      2.212      0.018    183.946    194.000      0.953    196.381      0.017
2.000      1.07502     -0.19306      0.206      0.009    114.355      0.377     17.073      0.900      0.018    183.946    194.000      0.953    196.381      0.017
2.000      1.07502     -0.18472      0.136      0.006     71.190      0.916     38.748      2.354      0.019    222.131    194.000      1.151    234.566      0.020
2.000      1.07502     -0.18472      0.330      0.009    114.068      0.247     16.534      0.591      0.019    222.131    194.000      1.151    234.566      0.020
2.000      1.07502     -0.17639      0.144      0.007     71.320      1.202     48.056      3.168      0.022    231.396    194.000      1.199    243.831      0.022
2.000      1.07502     -0.17639      0.378      0.012    114.980      0.246     15.973      0.612      0.022    231.396    194.000      1.199    243.831      0.022
2.000      1.07502     -0.16806      0.170      0.008     70.260      0.964     42.028      2.494      0.024    195.411    194.000      1.012    207.846      0.022
2.000      1.07502     -0.16806      0.347      0.011    116.237      0.314     18.410      0.750      0.024    195.411    194.000      1.012    207.846      0.022
2.000      1.07502     -0.15972      0.206      0.008     71.412      0.727     38.634      1.863      0.023    183.542    194.000      0.951    195.978      0.022
2.000      1.07502     -0.15972      0.339      0.010    117.596      0.320     19.750      0.765      0.023    183.542    194.000      0.951    195.978      0.022
2.000      1.07502     -0.15139      0.262      0.007     73.117      0.455     32.607      1.148      0.020    185.724    194.000      0.962    198.159      0.020
2.000      1.07502     -0.15139      0.298      0.009    118.620      0.336     22.426      0.817      0.020    185.724    194.000      0.962    198.159      0.020
2.000      1.07502     -0.14306      0.224      0.008    121.299      0.492     26.312      1.204      0.021    207.840    194.000      1.077    220.275      0.021
2.000      1.07502     -0.14306      0.367      0.008     73.140      0.314     28.868      0.773      0.021    207.840    194.000      1.077    220.275      0.021
2.000      1.07502     -0.13472      0.173      0.009    126.157      0.767     28.773      1.865      0.025    245.472    194.000      1.272    257.907      0.024
2.000      1.07502     -0.13472      0.426      0.009     73.946      0.312     28.674      0.758      0.025    245.472    194.000      1.272    257.907      0.024
2.000      1.07502     -0.12639      0.130      0.007    127.926      0.708     27.205      1.715      0.018    274.188    194.000      1.421    286.623      0.019
2.000      1.07502     -0.12639      0.384      0.007     76.262      0.248     28.960      0.601      0.018    274.188    194.000      1.421    286.623      0.019
2.000      1.07502     -0.11806      0.115      0.006    126.155      0.721     28.993      1.796      0.015    238.462    194.000      1.236    250.897      0.015
2.000      1.07502     -0.11806      0.345      0.006     77.885      0.241     28.971      0.599      0.015    238.462    194.000      1.236    250.897      0.015
2.000      1.07502     -0.10972      0.341      0.006     79.789      0.275     30.005      0.697      0.015    208.906    194.000      1.082    221.341      0.015
2.000      1.07502     -0.10972      0.171      0.006    123.606      0.529     27.695      1.321      0.015    208.906    194.000      1.082    221.341      0.015
2.000      1.07502     -0.10139      0.266      0.006    124.205      0.250     22.538      0.616      0.013    387.513    194.000      2.008    399.948      0.018
2.000      1.07502     -0.10139      0.456      0.005     84.081      0.162     28.493      0.415      0.013    387.513    194.000      2.008    399.948      0.018
3.000      1.07502     -0.09306      0.292      0.015     80.757      0.676     36.446      0.983      0.013    319.940    191.000      1.684    338.887      0.016
3.000      1.07502     -0.09306      0.601      0.017     88.052      0.117     14.216      0.380      0.013    319.940    191.000      1.684    338.887      0.016
3.000      1.07502     -0.09306      0.218      0.006    125.267      0.333     20.634      0.805      0.013    319.940    191.000      1.684    338.887      0.016
3.000      1.07502     -0.08472      0.370      0.016     77.726      0.836     31.147      0.908      0.015    277.058    191.000      1.458    296.005      0.016
3.000      1.07502     -0.08472      1.039      0.026     88.431      0.073     13.194      0.270      0.015    277.058    191.000      1.458    296.005      0.016
3.000      1.07502     -0.08472      0.124      0.007    124.457      0.624     21.011      1.565      0.015    277.058    191.000      1.458    296.005      0.016
3.000      1.07502     -0.07639      0.366      0.013     74.987      0.803     30.868      0.944      0.015    208.214    191.000      1.096    227.162      0.015
3.000      1.07502     -0.07639      1.356      0.024     87.261      0.049     12.882      0.193      0.015    208.214    191.000      1.096    227.162      0.015
3.000      1.07502     -0.07639      0.080      0.007    122.868      0.811     18.042      2.002      0.015    208.214    191.000      1.096    227.162      0.015
2.000      1.07502     -0.06806      0.346      0.009     74.314      0.506     32.728      0.636      0.013    279.838    194.000      1.450    292.273      0.016
2.000      1.07502     -0.06806      1.552      0.014     85.923      0.035     12.108      0.115      0.013    279.838    194.000      1.450    292.273      0.016
2.000      1.07502     -0.05972      0.311      0.010     72.694      0.669     32.791      0.847      0.014    189.175    194.000      0.980    201.610      0.014
2.000      1.07502     -0.05972      1.778      0.016     85.350      0.034     12.306      0.115      0.014    189.175    194.000      0.980    201.610      0.014
2.000      1.07502     -0.05139      0.283      0.010     71.060      0.936     31.449      1.216      0.014    203.971    194.000      1.057    216.406      0.014
2.000      1.07502     -0.05139      1.892      0.021     85.135      0.032     12.888      0.125      0.014    203.971    194.000      1.057    216.406      0.014
2.000      1.07502     -0.04306      0.314      0.009     70.970      0.812     30.632      1.072      0.012    397.130    194.000      2.058    409.565      0.015
2.000      1.07502     -0.04306      1.797      0.021     85.294      0.029     12.992      0.123      0.012    397.130    194.000      2.058    409.565      0.015
2.000      1.07502     -0.03472      0.357      0.006     65.897      0.325     19.688      0.708      0.013    408.611    194.000      2.117    421.047      0.017
