ID_lb_Name,H13CN_CS21 Average,H13CN_CS21 Median,H13CN_CS21 Std Dev,H13COp_CS21 Average,H13COp_CS21 Median,H13COp_CS21 Std Dev,H13COp_H13CN Average,H13COp_H13CN Median,H13COp_H13CN Std Dev,HC3N_CS21 Average,HC3N_CS21 Median,HC3N_CS21 Std Dev,HC3N_H13CN Average,HC3N_H13CN Median,HC3N_H13CN Std Dev,HC3N_H13COp Average,HC3N_H13COp Median,HC3N_H13COp Std Dev,HC3N_HN13C Average,HC3N_HN13C Median,HC3N_HN13C Std Dev,HC3N_SiO21 Average,HC3N_SiO21 Median,HC3N_SiO21 Std Dev,HC3N_SO21 Average,HC3N_SO21 Median,HC3N_SO21 Std Dev,HC3N_SO32 Average,HC3N_SO32 Median,HC3N_SO32 Std Dev,HN13C_CS21 Average,HN13C_CS21 Median,HN13C_CS21 Std Dev,HN13C_H13CN Average,HN13C_H13CN Median,HN13C_H13CN Std Dev,HN13C_H13COp Average,HN13C_H13COp Median,HN13C_H13COp Std Dev,HN13C_SiO21 Average,HN13C_SiO21 Median,HN13C_SiO21 Std Dev,HN13C_SO21 Average,HN13C_SO21 Median,HN13C_SO21 Std Dev,HN13C_SO32 Average,HN13C_SO32 Median,HN13C_SO32 Std Dev,HNCO_7m12mTP_CS21 Average,HNCO_7m12mTP_CS21 Median,HNCO_7m12mTP_CS21 Std Dev,HNCO_7m12mTP_H13CN Average,HNCO_7m12mTP_H13CN Median,HNCO_7m12mTP_H13CN Std Dev,HNCO_7m12mTP_H13COp Average,HNCO_7m12mTP_H13COp Median,HNCO_7m12mTP_H13COp Std Dev,HNCO_7m12mTP_HC3N Average,HNCO_7m12mTP_HC3N Median,HNCO_7m12mTP_HC3N Std Dev,HNCO_7m12mTP_HN13C Average,HNCO_7m12mTP_HN13C Median,HNCO_7m12mTP_HN13C Std Dev,HNCO_7m12mTP_SiO21 Average,HNCO_7m12mTP_SiO21 Median,HNCO_7m12mTP_SiO21 Std Dev,HNCO_7m12mTP_SO21 Average,HNCO_7m12mTP_SO21 Median,HNCO_7m12mTP_SO21 Std Dev,HNCO_7m12mTP_SO32 Average,HNCO_7m12mTP_SO32 Median,HNCO_7m12mTP_SO32 Std Dev,SiO21_CS21 Average,SiO21_CS21 Median,SiO21_CS21 Std Dev,SiO21_H13CN Average,SiO21_H13CN Median,SiO21_H13CN Std Dev,SiO21_H13COp Average,SiO21_H13COp Median,SiO21_H13COp Std Dev,SO21_CS21 Average,SO21_CS21 Median,SO21_CS21 Std Dev,SO21_H13CN Average,SO21_H13CN Median,SO21_H13CN Std Dev,SO21_H13COp Average,SO21_H13COp Median,SO21_H13COp Std Dev,SO21_SiO21 Average,SO21_SiO21 Median,SO21_SiO21 Std Dev,SO21_SO32 Average,SO21_SO32 Median,SO21_SO32 Std Dev,SO32_CS21 Average,SO32_CS21 Median,SO32_CS21 Std Dev,SO32_H13CN Average,SO32_H13CN Median,SO32_H13CN Std Dev,SO32_H13COp Average,SO32_H13COp Median,SO32_H13COp Std Dev,SO32_SiO21 Average,SO32_SiO21 Median,SO32_SiO21 Std Dev
ID0_l-0.282_b0.055,0.2270770514442830,0.2183333195044350,0.1295697100366500,0.0956286552429038,0.07196392097828170,0.1342982528517740,0.5656073298209940,0.2915899186167700,4.176908858214190,0.14026703700126000,0.11800675485157600,0.09593248950366470,0.659687431710877,0.5875458997616620,0.4634242990976470,3.190697891906120,2.091579435775570,8.273173802013580,9.715385373807880,2.551626626431870,296.79883940919200,1.0587465821682000,0.9062715332017660,0.9334611842514120,11.895380937155600,4.924788807588760,34.9491091712076,0.8941723061692880,0.7686231978490440,1.4898281950281500,0.0817075898967275,0.06343394221995480,0.09259238876957510,0.382983311281928,0.2791765763974640,0.7827829801491130,1.300201049458390,0.9319164574403810,3.710770567045800,0.5301507026326930,0.3627533052868190,0.7961583084097050,24.801330056875200,2.5139367669530300,299.6065211480050,0.4250449880074730,0.3241503224289480,0.5421833991285830,0.14057024430253900,0.11881023562391800,0.4587766823490170,0.79944332371392,0.5231844171968710,5.718902218262560,3.311864668308220,2.01723195599767,8.126344067111940,2.3764554392853600,1.0196117891551400,51.55292455831660,6.752171943666090,2.5669657223205200,94.78375293484300,1.1082495722603300,0.9075426333551270,3.6440233703684000,8.549138434930900,3.6015410437222300,17.12161094978870,0.930392995958479,0.815365293759719,1.1380755433820300,0.15448810935830800,0.13577272727946700,0.24552616530659900,0.7279227460945330,0.5976567080450860,1.1825992979916100,2.9684433477733900,2.1457915235761700,6.359258839120080,0.08712149774121760,0.04612390543990080,0.15572762297399300,0.5314595525566990,0.14793758986210300,4.82591991018907,1.0979386527640600,0.38470660725481300,3.7109243150109000,0.40938808029329100,0.16756733801881500,0.7077196309739720,0.312811195591981,0.127906653663918,1.8604621818932700,0.17347672222841400,0.16384602839795500,0.09738902309265980,0.9132339398170230,0.703947478698585,3.661088364518860,4.010279309670330,2.6219790657060100,10.434017808581600,1.3485632283359100,1.1014784287014000,1.4738034477622600
ID100_l0.56_b-0.103,0.2583369017877970,0.20405548191182100,0.6159252121136740,0.24547190509565300,0.15223594692251700,0.9363070983123730,0.9688511806900530,0.5025765075086780,1.520496672860720,0.2829383277177370,0.15701769439683600,2.2124975747584600,0.9979439978669710,0.6097165510579700,3.738548786514840,4.418631869975920,1.2630204191854700,15.166679501545100,4.2172023900486800,1.3257239820203900,15.73672790664780,1.0818594601434000,0.5685858944600670,2.3320996155632000,3.234535801820840,1.2367269513149400,7.53102336587645,0.9502205437373870,0.5079898524361960,3.682039865017520,0.22296682035518200,0.14288559905615100,0.8867932171422270,1.1147043956891300,0.46000112229287600,2.8547391239538300,2.277189541865220,0.741350690932228,6.513090013098890,1.0989364063855200,0.6425395974379660,1.7462843282499800,2.058106635947470,0.9311509864488700,4.38505256803832,3.7746571567573400,0.32400655842562700,72.25437898861190,0.19048319792236300,0.1297776585822380,0.42624447701626000,1.1586677579364100,0.8031210703609240,3.5478642737218700,3.119888712690080,1.1588125446042300,10.34831401107440,1.8519934489770100,1.2234445062437,4.213662935978950,4.203791057280830,1.0212922034307300,13.912041369542300,1.0922917265269300,0.7002098654857040,1.9532424921409400,3.5214706283944000,1.2464231445764400,7.862525430046120,0.9173300924291710,0.5831527800387960,3.6071861701610000,0.25083409581861200,0.19022873075938500,0.4080676744012180,1.3876517497341400,0.9769846776865710,2.34040790937689,3.1327194190893100,1.7065695838949900,5.451646856260010,0.19560110016618000,0.13377712255156100,0.32228993282406900,1.1225471052030400,0.45697573241646900,2.8476539280063900,1.5205876630074900,0.7858094295927890,2.2573679948514000,1.1738619323006300,0.4041641938774580,3.3752993482034200,0.854193593063176,0.34036715403157400,4.8504267359355900,0.34053826976247400,0.2466634604860890,1.5435921719216300,1.9570491150361200,1.0984900811651800,6.857543857267920,5.10466187409445,1.8023972986579000,21.968444082557500,1.6923102000941300,1.1036318120633700,3.0596788977463900
ID101_l0.393_b-0.087,0.28238461910668600,0.27238312075734600,0.11361014488700500,0.1044189462469200,0.08191732447565420,0.4061959493464630,0.35202861190550800,0.27972450537151700,1.002244723476940,0.16226257069511800,0.14132537910376500,0.10367357345891600,0.5872562010391480,0.5137924450592190,0.7441302301533050,3.5903753967159400,2.3287388458674000,16.361049824110900,6.469079214245400,3.7543718450276300,22.93237523871300,0.7199609890019180,0.5388467991719050,4.600432857878150,21.651882258404700,5.03163514720132,110.91872873123000,0.8729185724794960,0.7401332464028880,1.870303483889510,0.0750809889572323,0.05562432132865700,0.0990069103974802,0.2330117261423460,0.18212066844649200,0.591705459892006,1.1565942399865700,0.5805268193264990,16.88914168472410,0.3525772345250420,0.158582810767423,3.288826387850440,5.5257093557061200,1.7685602617979700,27.84786213789520,0.3338845968191690,0.226240378383687,0.679629714732921,0.19015981115344000,0.16401071164710500,0.1385377866200620,0.6843605769299940,0.5457355872194040,0.765519606046856,4.453812352426080,2.7316816894223600,35.65291322839650,1.6944345948244200,1.1585769486508500,24.86041840944920,7.200516983071470,4.449457983952130,26.297688041194900,0.8361105721082840,0.6311246759373550,6.811437319739770,20.01246152617260,5.089150425903650,87.36495034959860,1.0377403151763500,0.8777192585655550,3.3831598811870700,0.7777973337006790,0.2628098854296340,70.12698594672830,1.0646375712283000,0.9275401055405300,1.6944465329281200,6.542741937917480,4.118272875456940,33.415647444183700,0.09367120006041200,0.039954262247787100,1.3330030018834900,0.28767420363055200,0.12110475163549000,4.520161402914400,0.78789135208744,0.39359585587233100,4.991482379639650,0.38053359954096400,0.1021256192150030,4.993088423693170,0.24546502215168500,0.14172375342967500,0.5463743960116310,0.21181701242068600,0.19953806730576300,0.6704037106528540,0.7702410552819710,0.697131956908975,0.7779741092164400,4.791263123039760,2.82224618863086,32.461689327927000,1.0210051072587300,0.693460227946034,8.680861217466710
ID102_l0.427_b-0.078,0.33233243156100400,0.25871826648766500,3.2151685107901600,0.2750633975458290,0.12088490127088000,4.4096681196578400,0.8886382642886160,0.29477625393191500,6.556578794748480,0.251988901950722,0.16896121679220500,3.0858865764696400,0.8703156567832100,0.6233481823776130,2.745756894348540,4.5706110260712300,1.8583650685230300,16.880703411665800,10.182076034638400,1.8789622008642300,63.27931856160610,0.7170289142478950,0.5095448769994600,1.5002950334406900,8.256676907955730,1.5372846214167900,49.93168609814960,1.080829417837260,0.7720195272536070,3.7688669488291800,0.23854870868943600,0.11287676540673800,2.045985160304550,0.8075789197511480,0.2475990054954710,5.853100371232870,2.4058728426023500,0.8498947630602460,9.162010179974820,0.6724297577567150,0.21200334363598600,4.669997492122020,2.359252330153660,0.8789490412571560,6.203414761053030,0.630399634024975,0.31723317633634700,2.5435905126062800,0.2161375268480260,0.12229081435437800,1.854681646434060,0.7008469351159170,0.3936386831565800,2.4904744137672000,3.263074131345930,1.0381357107838600,16.64302027830700,2.3107760567456600,0.5846609166379260,44.43900478120320,15.282526687159400,1.1052191737723200,424.0166560587940,0.8414676793836110,0.35080971436524600,12.46283961949940,2.759773503694450,0.9776279904615890,7.586299409257630,0.9128626344083870,0.512266035422256,12.14030276873920,0.39559892047783200,0.31216585039691300,2.4301707431871700,1.7862092599368600,1.1201637706754300,25.145417338503500,9.387509447184310,3.0207295912665800,74.53501363683560,0.21423427988701000,0.12515826369019000,0.41082158308742300,0.6820417630515550,0.27419016730408400,1.9123608979249300,2.1889122160393300,0.6806896101519860,7.155374061558100,0.5221405448443870,0.23226012977493800,1.5186836607286600,0.8257509087401280,0.3387902774725830,7.5973733155367400,0.2949045800568010,0.2118788770984910,6.119338798097690,1.1049494702427200,0.7273253181554010,8.193924935451250,4.535814386014740,2.129416819047710,11.781844991336400,1.0003582476775900,0.6309842898951860,7.019930387072810
ID103_l0.51_b-0.02,0.24864081065314900,0.23679325893470200,0.11932970274544400,0.10445084603679900,0.08394189794569650,0.11804008628116300,0.8472049447173310,0.3123852964603650,21.95096452647980,0.12072443882189200,0.10803865819433500,0.08111870450991860,0.5686207061991140,0.42421336175995200,2.330529399524400,2.5083130902731800,1.427679714458580,9.877218522331010,70.01383474139620,2.476641738070640,1660.5797197182000,0.5852444644942000,0.40044623664782700,2.7600077847977200,6.144859339399980,2.2469461561372600,18.377512559252200,0.5587909849083300,0.4623070712573550,0.5973243208029000,0.08099490376391440,0.05347419358018930,0.08821181738747720,0.32747305889504200,0.18745144122807000,1.2237801387112900,1.118347828688670,0.6086028897980610,2.5205187845950400,0.6417381623727570,0.15251326615837800,10.007318106682600,3.389617160168920,1.1855374561198900,19.647922436063700,0.31373543803070500,0.1823942410369850,0.6111633277124960,0.07722009052714420,0.0614133231902088,0.0701522056228032,0.3109446051149950,0.23941093011329300,0.6227556138893500,1.3949897298756600,0.772323150828954,4.139134750714080,0.9223523516133520,0.5867590494023730,2.5964270876178000,38.87472683537790,1.1985153739111200,1039.6712149781700,0.42873372620045300,0.2348789136858040,3.5556463868523700,7.3055965122442200,1.5524238851831200,39.45408053761360,0.3435938774054410,0.2803051050960370,0.3798907811537880,0.25725027005447200,0.2382902509887980,0.14312213514283600,1.2951972495248400,0.9508704788382300,7.171659662852630,5.607865927215640,2.859903180782830,17.12501868445980,0.078874183878907,0.05121137924524330,0.10494490493687000,0.35171720535465300,0.16423270089950300,1.5119192489812500,0.9982135332388930,0.5328318388820010,2.4689105847749200,0.40667435788605400,0.14393015784345400,3.483692979443760,0.2645790866721730,0.16749465213157900,0.589617548252735,0.21026974001586900,0.20056220388569900,0.09840215771823680,1.2222708059268100,0.7929427306291560,11.777139015108500,4.40615080047864,2.6207392409570900,12.300837503223800,1.2105507379873500,0.8286288582972860,5.357237717457250
ID104_l0.602_b-0.003,0.34048781228613200,0.29826540034244000,0.7043267163918360,0.17131860313648800,0.09934655895134590,0.5640613400913910,0.5801068952957650,0.28163363446526000,2.030878509945780,0.21230552837538600,0.17073085124787300,0.5892809667550730,0.7533452703253840,0.5665620719986080,4.3825128552059800,7.031016324021340,2.2044897091198100,84.83135551434280,12.512474889372600,2.9987897244964800,73.52748803904970,0.5027113808955020,0.4002439358658410,0.7416346055757730,10.21574222703470,2.5471171373595100,39.925969922356400,0.9270131595659100,0.6546804964989120,6.011359366602220,0.16533143772153000,0.09031790064268050,0.43329018137695300,0.6749197070766150,0.217717129933868,2.28386458116274,2.879242017427850,0.6757658526862430,9.326578284155110,0.48660587576961200,0.11874186573393300,2.0922477550319500,2.7766117811952800,0.9188490715348310,8.315520521879860,0.5369340806747330,0.19865574904286200,1.6441192830964200,0.12213979735326200,0.08357222277287710,0.7081084462028660,0.3873740649958760,0.22814768642701200,0.8690734484537930,2.241104857044130,0.6663350380890020,9.98994355662051,0.6900104536420540,0.2780685248473260,2.855077568108120,2.7245562143248200,0.9967450964933910,9.950057758050140,0.3020404590020650,0.1501541828588420,1.0356978448558800,2.794280270463590,0.92900213296817,13.433959196909300,0.4030283105610230,0.25423998936608700,1.2505256440930800,0.4323597897353270,0.40439072989190800,0.43164699030025900,1.770142162181270,1.350468873639380,12.678655497310100,9.892545009205520,4.5173797136191900,30.503701179244100,0.15376261101581100,0.0847797403598531,0.5950965863496080,0.5785222762550960,0.19697765374726700,3.0652146467003700,1.941810814486400,0.6982244890329860,6.003900702648210,0.34965095932183700,0.12955026498715900,1.1007434486933000,0.47450649478872300,0.19333704966950700,1.2503634738373500,0.2855784606011290,0.2578627454295820,0.4113543473598440,1.1070262155574200,0.8682405281336410,3.1186327823937900,6.7634053344817,3.1063606240510200,24.67085482910910,0.8024613617825220,0.5930426168954880,1.7095732391750000
ID105_l0.602_b0.005,0.3878631622840040,0.3142735715862630,1.6895247643689900,0.20825035908527500,0.07698586788910860,2.062537435298270,0.5650420469934910,0.19819535644674200,5.676170954027270,0.2348520871286870,0.1949004951526110,0.21368947164532300,0.7810464049344050,0.5491763128267720,5.205700174413550,6.215464653300390,3.3149919846581400,12.31337236204030,23.245548028652000,7.498477332264030,137.4028653406200,0.4794958180545410,0.3962069604520720,1.9586553386703100,12.274503803719500,7.448500464807010,26.76405897583100,0.8581196577632470,0.7297817032311110,1.5481638017277000,0.6549425057524890,0.051330937535717200,8.206042280687460,0.2923829680954040,0.11311381593706900,1.3757712924857700,0.9278415487487,0.44775519061052100,1.8041447345307100,0.1896335447949550,0.07074979063298210,0.5979862133125560,8.214293838617430,1.05055563578774,53.95187843895020,0.18908346491756600,0.1161236247492270,0.2712483278753850,0.09056009168025430,0.056261092851722600,0.5811167655259330,0.20969332279544900,0.14577708812858800,0.5906442978532860,2.345167660790080,0.7823583322764690,17.374338544400400,1.1134967067824600,0.26833846008336200,36.300644815607700,4.831648107639440,1.6178821713357800,23.101901323382700,0.20830875216555300,0.10365798972384000,2.074801881954040,3.537221313609190,1.6327946100197800,12.655357829689800,0.2863691635898110,0.20251743824050400,0.363415682684287,0.5563356095572960,0.48068981093399700,1.6837652960883900,1.6608893490658900,1.4951013295803700,2.015375253697020,16.351473781083200,7.753283999358820,116.77467344594700,0.19291355334786200,0.053437392398539000,2.616278414103950,0.30531859639795200,0.10843289317003500,1.2123803058362,1.3570639485577000,0.7353415352069310,3.7736891173902600,0.22429176375750300,0.07677482673228730,1.3842210039432800,0.2982930862563870,0.12382654751293200,1.5508831205937000,0.29007467673399800,0.27696273085697300,0.14926277391486000,1.2673593447407900,0.8753364011833790,9.917572020345770,19.89688169889520,4.856113533928270,191.7081164566160,0.683121625506653,0.5751980544136920,1.1835475717665400
ID106_l0.293_b0.013,0.2324480084356470,0.20360133157259300,0.17130363030066400,0.16811461933075500,0.09163814119970970,0.30895126506952200,0.449278549791583,0.22657469917965500,0.5439177111239560,0.18118867270616100,0.14950946201558100,0.2135709281708050,0.7669208120020860,0.6850775153494420,0.49224619526670400,3.921623035663340,2.3676082380735400,4.974583903948200,4.130992102366040,1.7032424692429500,9.052185697087460,1.488038389564010,0.5401128782484950,26.625103221920200,15.478663250044100,4.322404930488330,45.142614676850800,0.7243785982635960,0.5894136194924550,1.0513091503426200,0.40042756449046500,0.08864610814472740,4.690515317995860,3.5455780143275700,0.23418165533239500,28.491378674323400,1.4129940688321200,0.8499435798570210,1.431282783597850,0.46162777439218100,0.2644169305264610,1.71233149660771,5.40548730422097,1.2325596819911100,13.875639098594600,0.3548502009945650,0.26389398927681000,0.599057352782346,0.0548509791415338,0.027038581150896600,0.20374862005447200,0.3005315633383370,0.0927664267717374,1.2839385319449500,0.5782694256632300,0.2641015569209220,0.9474433165159230,0.13092435806411200,0.09284235268109190,0.2224439401249510,0.7170543897906550,0.23455371055647000,2.157963220438240,0.15746121660133300,0.07888840790052590,0.3282725206385360,2.31218411714636,0.4096433800358490,10.453257537212800,0.10298886522710100,0.06756469157646940,0.11539153076208600,0.2755035470558290,0.22812208247057200,0.17918898756048800,1.5096367736588000,1.040784443210290,2.691301941949800,7.093735844681610,2.8160531513846100,16.699467663060400,0.4291467906008960,0.07363212025462860,6.089283417392480,1.6266482822243400,0.18499402601672700,13.43302507745630,1.865142908340540,0.8352616456463860,2.5372088265321500,3.7283046483411400,0.15929289643506000,50.39660796280110,0.4997633760827840,0.1606304619578560,3.2631146630022700,0.2957149258498690,0.22887404337372600,2.1899111639458000,1.3008725892174100,1.0491898491443900,1.184005967877110,5.162202853557890,2.4228197423330400,6.995482816089520,2.782271393506750,0.9950213996257880,44.060924255413000
ID107_l0.502_b0.022,0.24521524168336600,0.24747257677407000,0.07680827213658260,0.11774230953146000,0.11397432898142800,0.05261670542240490,0.43728827179629600,0.3553999415958740,0.4217164158988000,0.24906952065814300,0.1962771595389310,0.18933738264861100,0.971103624056232,0.7565244515602110,1.0892298808232000,9.070535203186570,1.873558137884610,464.8615409800550,2.0206804776707600,1.6477985033684700,3.279426819121960,2.3221723013903600,0.9580107521593250,39.600476354631000,13.85079563569740,7.291814092995310,38.565057090671500,0.8436478133717590,0.708649872887857,3.068874879304930,0.1574984930683380,0.1487250787520670,0.08810083506903180,0.5359131976281430,0.39661447844491800,0.761072308675832,4.288424809799320,1.2128649942179300,193.04583654040300,1.7405061094486600,0.6967231876921710,42.2121667906304,6.472442747218630,3.264151082480870,16.44075427894700,1.0496447562434400,0.49664112098976500,46.41243431056370,0.5594395938668550,0.42252565002170700,0.44926602998907300,1.9248881068222500,1.2346485137304200,2.873588993419970,14.601085135743000,4.078342512428910,689.5990585170050,4.433286920645740,2.423867558010650,58.27580456763930,4.368826877279090,3.7607245149201900,6.16615312042002,7.815457092854880,2.3084221339249000,240.094638536628,26.012508520704100,13.63855675731150,69.68026848381320,3.363834142465010,1.7476187855248100,139.26650839436400,0.2104975952691510,0.21080786800794500,0.09339227449513550,0.952877256579743,0.9159123510363670,0.6340622764164040,5.334878817588310,1.8108719842534600,200.12326757828900,0.04779074824882840,0.04053067917136910,0.0331452914953758,0.1898418973175420,0.14224875037052400,0.20879726622746700,0.4859479510530340,0.4364961869820550,0.40640018213305000,0.3400165816942190,0.1710736631175420,2.3352279996483700,1.8506540661478900,0.12496981915496500,86.08705718429250,0.2808554025013050,0.27372757127531800,0.12182438041050600,1.230998848870650,1.1334394473723100,0.731899736577679,9.94923298319662,2.5214261754216900,493.17362306881500,4.515712482539390,1.3607933245767900,216.6915301572060
ID108_l0.527_b0.08,0.2194453395427040,0.21110300576944700,0.12947189782347100,0.14650918878360900,0.09855020531806810,0.2776167200099690,0.6275605026953740,0.3586580461048820,1.902349746291740,0.12710300981414300,0.09986452732033280,0.12092725803254900,0.484225647690301,0.3651101676457970,0.7003987237499970,1.814511036042480,1.2508770490172700,3.7670371987627100,3.116728934820800,1.819423593320300,4.3345828097040000,0.5014735691336070,0.39727300532390900,0.6009256891210810,5.540071550154090,1.414640033502640,28.137885557369100,0.6701679256783980,0.4710021728977610,2.4428334365932000,0.12630756193018200,0.07746397767604010,0.2718888420575370,0.5557813506906360,0.21638399939844800,3.5731312919132800,1.2492467345764200,0.6503166468546760,3.6316852915224000,0.5697744602569200,0.22134200653550800,3.9739813842413300,3.7155000057756900,1.1289853594261300,11.335187616864700,0.48903368106926400,0.27924681337477900,1.3587131606357100,0.11341659994922300,0.07820988330176320,0.1511845808191000,0.7616149508688220,0.36589966467894500,4.612132384662750,2.3029838669939700,1.1190106154888800,11.110365190897900,1.7394910449414600,1.1662063088089900,6.907852826566230,3.6526539758981700,1.5010026004312400,12.05595096973120,0.6661273147299610,0.4104558829645150,3.2938444246118100,5.680102215386520,1.1050908183137900,30.466981937897100,1.020087624701360,0.5689945610820090,7.562511396311900,0.22178292169980200,0.21110924313412900,0.12769240576674100,1.2952559950241700,0.9414751354504010,10.213689712666100,3.959212738648510,2.5493960570089600,8.59314900571414,0.12748743022948600,0.08168156845820010,0.17151142836277400,0.7762286385740710,0.19094600179238800,4.095839423692800,1.1189599198569900,0.4993334236747250,3.0956290312462000,0.695626462949633,0.16868772457807600,6.366928323103220,1.134792488033670,0.2082956510028150,14.340534718699500,0.19912067338094800,0.17951817483463800,0.150077251468537,1.1092232123917200,0.7992955726532830,3.917245018206210,3.511349925938420,2.0661664842949400,8.516678062551220,0.9997220143449590,0.7664675614790560,3.5396707833800500
